OBJECTID,NUM_Ped_Bike_Crashes,NUM_MotoristCrashes,NUM_Ped_Bike_Killed,NUM_Ped_Bike_SeriousInjury,NUM_Motorist_Killed,NUM_Motorist_SeriousInjury,KSI_Revised,Street,HIN_Version,GlobalID,Shape__Length
31849,0,1,0,0,0,1,1,Exit 61 Johnston Rd Inner Ra,2014-2018,28d9298e-ac5d-4729-a0b0-6fed2e232c11,1632.13831826839
31850,1,0,0,1,0,0,3,Albemarle Rd,2014-2018,44172c0c-47e5-4f97-929b-2e85542e5783,2632.47266457461
31851,1,2,0,1,0,2,5,S Tryon St,2013-2017,f149bdeb-cba4-4dc8-b315-f45132f4455e,2620.22694348553
31852,0,1,0,0,0,1,1,W W T Harris Bv,2019-2023,edbf1f8a-e547-4b10-aab4-dea41a1619c4,2632.20012028445
31853,0,1,0,0,1,0,5,Robinson Church Rd,2014-2018,24d16cf9-8c39-4ec7-9264-4b212c66a0e0,2366.00142140528
31854,1,1,0,1,0,1,4,W Brookshire Fr,2017-2021,114c2629-9b1d-488b-b900-47b813e2782e,2464.68697981984
31855,0,1,0,0,0,1,1,Eastway Dr,2019-2023,7380a32a-0628-4377-9cdb-7bfa72f894e0,2498.00134270177
31856,1,0,0,1,0,0,3,N Sharon Amity Rd,2017-2021,09760a1a-6144-41df-a983-a544d771d285,2466.64710115727
31857,0,1,0,0,0,1,1,Princeton Av,2014-2018,9de5cc20-9e95-415e-8067-19e37667da98,2606.33208656935
31858,0,2,0,0,0,2,2,Dr Webber Av,2016-2020,caa22edc-680c-46a9-b2cd-370de897de82,847.291810557607
31859,2,2,1,1,1,1,14,Beatties Ford Rd,2017-2021,2af0942d-7882-49e5-90cd-ad8616796a1c,2485.35149293112
31860,0,1,0,0,0,1,1,N Sharon Amity Rd,2015-2019,4bb70820-4339-4288-8379-d0fdbd89e0b4,2466.64673665484
31861,1,2,1,0,0,2,7,Idlewild Rd,2013-2017,fcaaec87-3da7-46f7-9e91-f90921fa4b3a,2312.4003830696
31862,1,1,1,0,0,1,6,S I-85 Hy,2019-2023,72aa79e8-a56a-4bfb-833c-bfd25b1e26bc,2592.46710147095
31863,0,0,0,0,0,0,7,E W T Harris Bv,2017-2021,25893ff7-75a7-4138-b4d1-444d1e24c86b,2542.59070023166
31864,0,1,0,0,0,1,1,Columbus Cr,2013-2017,163948f1-ccbe-43a9-91db-98121ae0fd04,2491.72745479234
31865,1,1,1,0,0,1,6,Beatties Ford Rd,2017-2021,59c4c1f6-f184-4746-a5ef-d428d060ce81,2485.35037153848
31866,0,1,0,0,0,1,1,Senior Dr,2013-2017,395f8082-93df-40b8-b831-14d43c9b309d,1414.28356592844
31867,3,3,1,2,1,2,18,Central Av,2019-2023,53b65cd6-9f8a-49f2-b967-a64b519df844,2483.60167651741
31868,0,1,0,0,1,0,5,Crownpoint Executive Dr,2015-2019,5d846647-7e50-4ca8-bac4-96d765571c00,1434.6617306397
31869,1,0,1,0,0,0,5,E Morehead St,2015-2019,9dfba776-a064-40c4-b30e-577484f508de,2159.09236571348
31870,0,1,0,0,1,0,5,Dunn Av,2013-2017,e948e626-38b7-4d38-934b-5d4d4e99fc74,1684.74053959319
31871,0,1,0,0,0,1,1,Rozzelles Ferry Rd,2019-2023,5a932f1e-7505-4c9a-bfb1-c100c3212d39,2464.0715507473
31872,1,1,0,1,0,1,4,W 4th St,2016-2020,c2a141f0-f660-43d9-a771-ffc7655ed5ab,1706.3022163825
31873,0,1,0,0,1,0,5,Sandy Av,2018-2022,a98d3bd4-1c7a-49b7-920d-b7f067d3bced,2508.21225972057
31874,1,0,0,1,0,0,3,Maywood Dr,2013-2017,c030d550-b8e6-4c78-9773-2c3d484deab9,1791.32573411905
31875,0,1,0,0,1,0,5,Statesville Rd,2015-2019,07e6f028-81ae-4724-bbd0-8a0c65e8762e,2502.33134027637
31876,0,1,0,0,0,1,1,Margaret Wallace Rd,2014-2018,5c0bc510-d33f-4a64-bcd3-a574adacb46d,2212.73829581842
31877,1,1,1,0,0,1,6,Shamrock Dr,2017-2021,9061bdec-8820-4415-838c-913c4a5e0d27,2378.90569253644
31878,1,0,0,1,0,0,3,Northeast Py,2013-2017,c97a5ece-4041-4fd8-a1e7-35f2245226f2,1546.72192582755
31879,0,1,0,0,1,0,5,Winding Canyon Dr,2015-2019,eaf5f35e-3dd6-4e97-8ce4-c7478f21a2cf,1866.80670420664
31880,0,1,0,0,1,0,5,Mallard Creek Rd,2014-2018,2fe2908d-049e-4523-a190-d8da86192705,2526.8524892431
31881,1,1,1,0,0,1,6,W W T Harris Bv,2014-2018,3df8df37-eb8e-4e4f-a851-4f9e38996fe9,2632.1993846808
31882,0,1,0,0,0,1,1,Dalton Ave,2013-2017,e1300e9e-e65c-4e85-8875-6ce8a0fcf78f,2373.37092695845
31883,0,3,0,0,1,2,7,Independence/I-277 Ra,2014-2018,b1456c1e-3eea-45ee-b330-a8a966ba6279,1642.76311781298
31884,0,1,0,0,0,1,1,Sudbury Rd,2019-2023,7d165f60-c678-41e5-acf5-71fb9fed96fd,2593.7174223602
31885,0,2,0,0,1,1,6,Krefeld Dr,2014-2018,a359dfe0-134d-4a1d-a8b1-3d762ddd08e8,1624.53367695486
31886,0,1,0,0,1,0,5,W John Belk Fr,2016-2020,7b04777d-8796-4abe-afab-459a8e17ef6c,1475.23929797284
31887,2,3,1,1,2,1,19,Eastway Dr,2013-2017,beb66743-cadd-47c6-8e11-4f12893d2ca4,2497.25561861554
31888,0,2,0,0,0,2,2,E W T Harris Bv,2016-2020,5b4d2377-4fdc-4701-8bde-eda55b514778,2542.59063604438
31889,0,2,0,0,0,2,2,Mineral Springs Rd,2013-2017,78c64dae-c5f4-4296-bbbe-5dc7a218caf4,2236.53265541851
31890,0,1,0,0,0,1,1,Midland Av,2018-2022,5c8462b4-4e5c-4be5-8d43-8d12db554cae,2012.98765509147
31891,0,2,0,0,1,1,6,Hubbard Rd,2014-2018,2e617e7d-9122-4b2a-84e9-f9835e81b1db,2457.86925817562
31892,1,1,1,0,0,1,6,Sardis Rd N,2015-2019,c5ae22fa-2050-4c90-96fe-b241e7c1ab8a,2573.68172448641
31893,0,1,0,0,0,1,1,Quail Hollow Rd,2015-2019,944d90a5-a302-4863-a359-95ff43992406,2042.93950030029
31894,0,1,0,0,0,1,1,Providence Rd,2019-2023,e39bbe10-9771-4a7f-b921-efd4263a6909,2631.4653448726
31895,0,1,0,0,0,1,1,N Tryon St,2016-2020,88a4e3da-9fb5-46b5-b7e5-15311505e2e9,2524.130607241
31896,1,0,1,0,0,0,5,Dunn Av,2017-2021,b93cca94-8718-48aa-9274-6c9a2c82fcb3,1690.91188990446
31897,0,1,0,0,0,1,1,E W T Harris Bv,2018-2022,7c261f32-a612-4d47-8b64-26847a933908,2542.59038542576
31898,0,1,0,0,0,1,1,Ardsley Rd,2016-2020,c0b1029b-3bc8-41c0-8a43-f446e84a8c7b,2109.23147478672
31899,0,1,0,0,0,1,1,Columbus Cr,2015-2019,ba6653b6-5fbd-4ce8-bc10-0799158577e9,2530.53760275277
31900,0,2,0,0,0,2,2,N I-85 Hy,2019-2023,83842c11-cbf9-4d84-8076-b1deb3bbe8de,2595.30391617754
31901,1,0,0,1,0,0,3,Albemarle Rd,2019-2023,ef8d513f-a0e7-418a-a88c-74e056a9fff8,2552.51806616265
31902,0,1,0,0,0,1,1,Westcliff Dr,2016-2020,255d639d-d58e-426c-9b7c-7664f12d7970,1085.55296264414
31903,0,1,0,0,1,0,5,S I-85 Exit 39 Ra,2019-2023,343969d1-d839-4388-a21e-9e066df93c8d,1729.89377571344
31904,0,1,0,0,1,0,5,Winding Canyon Dr,2013-2017,6423cfef-822d-4454-8dd0-475eb0837a34,1852.8238799936
31905,0,1,0,0,0,1,1,Putnam Pl,2018-2022,dcfd84f7-4893-4b10-8314-de105a003d8a,170.73839264995
31906,1,2,1,0,1,1,11,Central Av,2017-2021,76f94a3f-37a6-4406-aa42-b147c817e496,2483.60116290485
31907,1,0,1,0,0,0,5,Shopton Rd W,2016-2020,4d07dfbc-f176-487a-825b-c79617f91e0d,2035.85918832781
31908,0,2,0,0,2,0,10,N Sharon Amity Rd,2016-2020,878355d7-63b7-4fd9-99c1-96a3dfd64b22,2466.64676128691
31909,1,0,0,1,0,0,3,Eastway Crossing Dr,2019-2023,462cb277-f6e9-4dc3-ac80-62ce2318b3d1,248.105985276345
31910,0,1,0,0,1,0,5,Ivey Dr,2017-2021,435885fb-1fc9-43d7-8f3f-3c2d5a922bb1,2332.79014280284
31911,0,1,0,0,1,0,5,Exit 61 Johnston Rd Outer Ra,2013-2017,00557b89-0890-4077-a936-cb1d12728503,649.499907314737
31912,0,1,0,0,0,1,1,Westerwood Dr,2016-2020,7db41571-543c-4085-9b62-5820479f5377,2629.96501829034
31913,0,1,0,0,0,1,1,Villa Ct,2019-2023,f20892dd-1ad2-4b00-83d1-1ca31a4ad72f,330.365630518129
31914,0,1,0,0,0,1,1,Harrisburg Rd,2014-2018,5975442e-1950-4140-9db3-3e81424fe4ed,2363.14645165816
31915,1,2,0,1,0,2,5,N Tryon St,2015-2019,d1d0a8ab-4cc7-4f5a-a4cc-b05e3b73da23,2524.13096030489
31916,0,1,0,0,0,1,1,Nc Music Factory Bv,2019-2023,b52c0fca-2651-47c0-b7ef-9da4a29c6a23,1417.58135686209
31917,1,0,0,1,0,0,3,Hampton Way Dr,2019-2023,a97ae875-001c-473a-86bf-941df89cafca,1036.81966559627
31918,0,1,0,0,0,1,1,Queens Rd,2014-2018,e9859a69-d5c2-4cfa-a8f3-0091d9e520ed,2149.05192017686
31919,1,0,1,0,0,0,5,N I-85 Hy,2017-2021,b1db463f-90e1-44fb-b8c5-415fe19834b2,2595.3032702093
31920,0,1,0,0,0,1,1,S I-85 Hy,2019-2023,969c77c0-bb17-4ed5-8db3-0712b9de7307,2592.4668020205
31921,1,0,1,0,0,0,5,Matheson Av,2014-2018,43a0074d-383b-4c73-9dc5-c55274a497aa,2562.71296954903
31922,0,1,0,0,0,1,1,E John Belk Fr,2015-2019,e137e782-aa40-4f46-b779-60e4343b76a0,2623.77327796703
31923,0,2,0,0,1,1,6,Remount Rd,2017-2021,e179962e-a45e-4ee5-af5a-9e212e1d2403,2613.77386170069
31924,0,1,0,0,1,0,5,Brookshire Bv,2018-2022,5d39b2e8-2d69-4ff6-85b7-6e7246adfff0,2527.95285672083
31925,1,1,0,1,1,0,8,S Tryon St,2017-2021,ea7f59ed-bd00-4d7c-8016-deef4e3e2f9f,2619.82973487999
31926,0,1,0,0,1,0,5,Oakwood Av,2016-2020,c48ccd33-c6fb-492a-a482-b133dbab2980,1997.21080170351
31927,0,1,0,0,0,1,1,Lawton Rd,2013-2017,6b1b8a39-9494-497b-87a5-0548bcdd1c30,2358.70569922866
31928,0,1,0,0,1,0,5,Hiddenbrook Dr,2013-2017,12079838-9e33-4adb-8cd3-8d22da98d68a,2106.08486294356
31929,0,1,0,0,0,1,1,Edgewater Dr,2018-2022,7b5823fd-d4b4-4198-8e7d-991da2035a8b,2260.21148642152
31930,0,3,0,0,0,3,3,W Sugar Creek Rd,2018-2022,61ae2195-9376-4074-9275-39494dd8503b,2502.5593630961
31931,0,1,0,0,0,1,1,Mclean Rd,2016-2020,39628b0c-a37b-4c88-8446-f9055b4e6111,1874.43751131748
31932,0,1,0,0,0,1,1,Legacy Park Dr,2013-2017,78e8e360-64b7-4a02-b367-c9b40d382605,941.763729427849
31933,0,1,0,0,0,1,1,Morrison Bv,2013-2017,6bb610b3-7352-4972-bef6-b458b4966324,2492.43047638914
31934,1,0,0,1,0,0,3,Providence Rd,2014-2018,54a6b532-f0ab-4785-9a20-a7e28be61b6e,2631.46525877552
31935,0,1,0,0,0,1,1,W Brookshire Ra,2014-2018,2c57d506-7c1e-4b41-a5fe-28522d3af527,1105.24859256416
31936,1,1,0,1,0,1,4,W Arrowood Rd,2019-2023,11b3e8b8-3e73-4bf9-8b31-fdee846a3376,2396.0755502256
31937,0,1,0,0,0,1,1,N Caldwell St,2016-2020,98cb7bcb-18b4-4125-9d43-facbcfd45099,2188.53123696114
31938,0,1,0,0,0,1,1,Norris Av,2018-2022,4406653d-1d49-4582-9b15-30dd6bba322d,1949.02244720822
31939,0,1,0,0,1,0,5,Centre St,2014-2018,3c5fcfc6-a64f-40c5-a5a2-02676d8aae38,2300.22646314279
31940,0,1,0,0,1,0,5,Essex St,2016-2020,4b238854-87dc-4b09-925e-79ade1bd1a0c,554.966174085828
31941,0,2,0,0,1,1,6,S Tryon St,2019-2023,88be54b9-e327-41ce-b535-f18a99e6de21,2619.82938916219
31942,1,0,0,1,0,0,3,Eastfield Rd,2016-2020,a2f32a96-4efc-4d7f-a5de-aeae4314e3cf,2479.36894852648
31943,1,1,1,0,1,0,10,Billy Graham Py,2013-2017,09f6893f-fdf7-41e0-986c-b324b8719d83,1825.67442847789
31944,0,1,0,0,1,0,5,Michigan Av,2016-2020,a8b8d164-d8e9-49a5-a1e0-8aca96030c97,780.380625000791
31945,0,2,0,0,0,2,2,Barrington Dr,2014-2018,ef128a48-46d6-42c5-a666-ca4525bfc02e,2613.54009934304
31946,2,0,0,2,0,0,6,Central Av,2013-2017,e89e3aa1-26a7-4bf3-aee7-45b07943bf99,2479.61728821662
31947,0,1,0,0,1,0,5,Rozzelles Ferry Rd,2013-2017,d096363c-aeaf-4dec-a168-625416970735,2464.17384657124
31948,0,1,0,0,1,0,5,Pine Island Dr,2014-2018,a5e6259c-8721-4a27-8a30-2f839f3da0f2,2343.03377469421
31949,0,1,0,0,1,0,5,Shamrock Dr,2019-2023,6323f681-c40c-48d6-aa35-a276cd718a26,2378.90571895395
31950,1,1,0,1,0,1,4,Dr Webber Av,2017-2021,487b57c0-e505-461e-bb14-3db089d2ed5e,847.291810557607
31951,0,1,0,0,0,1,1,Steele Creek Rd,2019-2023,3d5c3f2e-d16e-4858-a6ab-686f14f27ba4,2598.27554025192
31952,0,1,0,0,1,0,5,Oakwood Av,2018-2022,18a4175a-0d3b-4c6a-865e-50cad230f5e3,1997.21080170351
31953,1,0,0,1,0,0,3,Snow Ln,2014-2018,96509458-e229-4eac-8b0c-d8c7156c86e1,1353.62432426484
31954,1,0,1,0,0,0,5,Parkton Rd,2019-2023,276ca90d-c0ec-4d74-9234-b817265d1226,2128.61997263664
31955,0,1,0,0,0,1,1,Firethorne Rd,2014-2018,58184f79-8bd6-4f86-9760-7b98041098bc,1851.83491218092
31956,0,1,0,0,0,1,1,N Irwin Av,2014-2018,36acc6a0-d3d8-4037-9d8e-2f6019913b6c,1054.23931508651
31957,0,1,0,0,0,1,1,Wallace Rd,2015-2019,83aa1e32-9ebb-44fd-83dd-0d1fb72a8204,2370.23292232275
31958,0,1,0,0,1,0,5,Old Steele Creek Rd,2018-2022,2c1129d3-6e54-4c65-aabe-208e94e0bd3e,2496.48762068919
31959,1,1,1,1,1,1,5,Parkwood Av,2018-2022,9a7102d8-8387-474d-9104-b606001e9bb7,2275.92509204331
31960,0,1,0,0,1,0,5,Sonoma Valley Dr,2014-2018,b6041696-3e85-4265-93bd-fbfb4a4da381,910.019532479106
31961,0,2,0,0,1,1,6,Eastway Dr,2014-2018,4c948b9c-b39b-4809-a6cf-6e83f92e9196,2498.00184653421
31962,0,1,0,0,0,1,1,Fred Gibbon Dr,2016-2020,9ca1c66b-f3e9-41ea-be39-703c2faa86fd,170.980326311005
31963,0,1,0,0,1,0,5,Centre St,2015-2019,cf6d1404-b898-48cc-8099-0fa473dd7322,2300.22609873343
31964,1,0,1,0,0,0,5,Billy Graham Py,2016-2020,f3fae12d-c56f-491d-8dea-39615b222953,1846.15440954637
31965,0,2,0,0,1,1,6,Central Av,2016-2020,b63a6744-043c-40b5-a549-bd0e229ec319,2483.60190374799
31966,0,1,0,0,1,0,5,Rockwell Church Rd,2019-2023,06bb269b-8850-4259-a04b-d32f095898fa,2613.51948703567
31967,0,1,0,0,0,1,1,Heathstead Pl,2013-2017,92d9c007-1757-4513-b9bd-5ab52a63aff9,1769.8949172729
31968,3,3,3,0,1,2,22,West Bv,2019-2023,2cd580a0-c955-4755-8a1a-cf73b2ea7504,2602.33846812188
31969,1,0,1,0,0,0,5,Ayrsley Town Bv,2019-2023,4b7539ad-cea2-4029-968b-0ac4d3a610ef,2035.0194396183
31970,0,1,0,0,1,0,5,Old Mt Holly Rd,2016-2020,d72c51bd-c3be-41b2-b16f-14670ebe82f2,2631.67874580334
31971,0,1,0,0,0,1,1,Newland Rd,2014-2018,5519f459-7493-4e93-9d13-5bf9bbed2772,2586.12814194689
31972,1,1,0,1,0,1,4,Tuckaseegee Rd,2019-2023,fa433a65-dc4e-4acf-ab4e-196f1c4b6c80,2513.81116769725
31973,0,2,0,0,2,0,10,Marvin Rd,2013-2017,c1972313-77ba-4477-b430-9d5c5dcbb8a8,1349.45006684648
31974,1,0,0,1,0,0,3,Executive Center Dr,2016-2020,ad5a1f20-ffe5-453c-8267-7a4269b8152a,1359.83904130403
31975,0,1,0,0,0,1,1,Freedom Dr,2019-2023,1b566c99-5f4a-4794-b6c7-fca89d8dab19,2538.81268795145
31976,0,1,0,0,1,0,5,Scott Futrell Dr,2017-2021,37a5b07b-64c5-439c-ab89-08ec3d340f80,2493.41981875419
31977,0,1,0,0,0,1,1,Old Pineville Rd,2019-2023,9e95d759-960b-4256-9ea8-4c3419d9fdd0,2430.27681531774
31978,3,2,1,2,2,0,21,N Tryon St,2019-2023,90074dd1-1cb6-40f3-baf1-dc27eca4b15b,2524.13121016315
31979,0,1,0,0,1,0,5,Old Pineville Rd,2016-2020,0ad3b6fd-17cc-4a55-b0cc-ad8f9c2095a2,2430.27681531774
31980,0,1,0,0,1,0,5,Colony Rd,2013-2017,cb62e061-b695-4a17-a1f5-a9bc3c8226f3,2580.71164856324
31981,0,1,0,0,1,0,5,South Bv,2014-2018,a62f239d-01b3-445b-9c3e-74df0ea8ff20,2493.57285874703
31982,2,1,1,1,0,1,9,E Independence Bv,2018-2022,6e827011-dfda-466b-a684-db26adcd2398,2543.45771902307
31983,0,1,0,0,1,0,5,Market St,2014-2018,a825cdc6-b885-4e19-a89d-aaaf8139aad0,1563.23694626728
31984,1,0,1,0,0,0,5,Bucknell Av,2018-2022,70b30dcf-f6c3-4782-86b1-0b982267fac3,507.777853638796
31985,0,1,0,0,0,1,1,Fred D Alexander Bv,2018-2022,22be6627-2fdf-43a9-9e1c-15554e361d6e,2538.76006346342
31986,0,1,0,0,1,0,5,Shamrock Dr,2017-2021,a6a4d265-0142-448a-9105-96a7ea728552,2378.90609133062
31987,0,1,0,0,1,0,5,S I-85 Hy,2019-2023,453cd3b9-02cf-42b2-9e17-82933f70aced,2592.46662574958
31988,0,1,0,0,0,1,1,Bascom St,2018-2022,06c8caca-e493-44c2-942d-0eea5412faf4,2583.91574510437
31989,0,1,0,0,0,1,1,Oaklawn Av,2013-2017,a0257069-e672-4f87-9631-93d2a7edc7ea,2191.24644370516
31990,0,3,0,0,0,3,3,Toomey Av,2017-2021,7d7f0c68-0853-458e-bcb2-fd17003534d4,1985.55708916797
31991,0,1,0,0,0,1,1,Pinewood Ln,2015-2019,6776a6fe-942d-4f23-b6a0-f027275b1b10,2203.39486537353
31992,1,0,1,0,0,0,5,Bucknell Av,2017-2021,943e0083-256d-418f-81cb-491eaba218d3,507.777853638796
31993,1,0,0,1,0,0,3,N Davidson St,2019-2023,3b9d2167-5589-4821-b6c5-b7c419646e05,2299.29885800122
31994,0,1,0,0,0,1,1,Park Rd,2017-2021,f6e7bfae-ace0-4f8b-a05e-29b4ab6a97ea,2480.64764796817
31995,1,1,1,0,1,0,10,Matheson Av,2014-2018,bea56dda-0a06-4677-afeb-a4466be5c9e8,2562.71293499874
31996,0,1,0,0,0,1,1,Old Pineville Rd,2013-2017,37373a40-93d9-4e2f-8216-4cc9eb446d4a,2428.08734103641
31997,0,1,0,0,0,1,1,Mulberry Church Rd,2014-2018,b1aae31c-8c39-4193-a705-2d0e76e7d9ed,691.374687674903
31998,0,1,0,0,0,1,1,N Mcdowell St,2016-2020,4c580390-1555-4a8b-b327-43455f872db5,2344.72573237853
31999,0,1,0,0,0,1,1,N Sharon Amity Rd,2013-2017,e7717de5-aa5f-4b23-a7d2-a1e1d55c4d57,2462.4782839204
32000,0,1,0,0,0,1,1,Vernedale Rd,2015-2019,ec2df55f-9ba1-489b-8eb0-9f819def376b,2111.32135707674
32001,0,1,0,0,1,0,5,General Dr,2017-2021,fed587e6-3b44-4d2a-b980-07157608b4fd,2012.4620504166
32002,0,1,0,0,0,1,1,Harrisburg Rd,2016-2020,6006a271-c071-4a7f-a711-1f08790dc546,2363.14585580174
32003,0,1,0,0,0,1,1,Old Statesville Rd,2017-2021,0bb4dccf-3cb2-421d-8a68-a6e32c8d4de1,2452.76289684532
32004,0,2,0,0,1,1,6,N Sharon Amity Rd,2019-2023,8babf9f5-2209-4243-ad5a-bea4cb23aca9,525.98234994699
32005,0,1,0,0,1,0,5,N Brevard St,2018-2022,a9114427-56c2-43d0-836c-231e0819e71a,1821.58196087497
32006,0,1,0,0,0,1,1,Central Av,2015-2019,3165fe58-a142-4078-92ac-7682509db015,702.604159700257
32007,0,1,0,0,0,1,1,Bingham Dr,2016-2020,3fc93646-0207-40a0-bae2-cf8b1ad734ba,1214.49020501717
32008,0,2,0,0,1,1,6,Bellhaven Bv,2018-2022,0c8911e1-1c3d-4b80-bcf5-2c97c3b4d152,2326.92087619611
32009,0,1,0,0,0,1,1,Albemarle Rd,2018-2022,95a52610-7205-4470-bd8c-8a762e869ffb,2552.51804914354
32010,1,0,0,1,0,0,3,Executive Center Dr,2014-2018,db01c880-b754-48c9-83f6-e9f97e245658,1359.83857522215
32011,0,1,0,0,0,1,1,S Tryon St,2016-2020,df729acd-84ac-48c6-b51a-f0486e553630,2619.82918800502
32012,0,1,0,0,0,1,1,Hillside Av,2019-2023,e28475ef-caeb-4c15-b53b-69b57e46c1c1,1813.44483129145
32013,1,0,1,0,0,0,5,Old Concord Rd,2014-2018,655262ee-9e48-4409-90f8-2ccc039519d4,2547.50024378369
32014,1,0,1,0,0,0,5,Kemp St,2017-2021,d29588d4-93a6-4831-b47e-49513c34d062,1354.03736538268
32015,0,1,0,0,0,1,1,Broadrick Bv,2019-2023,fd732469-bf34-4df2-aa52-dd0d66041ec1,484.999343476097
32016,0,1,0,0,1,0,5,Lansdale Dr,2015-2019,cf0525aa-7a53-492b-9226-17f04cc15e47,1541.046216422
32017,0,1,0,0,0,1,1,N Tryon St,2014-2018,07b50189-342c-4949-ab45-49d8d00c4ae2,2524.13047825365
32018,1,0,0,1,0,0,3,Point Lake Dr,2014-2018,eb9f9f15-f40d-4e13-aa32-0c9dfa86266b,1837.97184308473
32019,0,1,0,0,0,1,1,Pioneer Av,2017-2021,3accb2a4-2c69-4045-acb4-bea373a6b57f,1432.84162993172
32020,1,0,0,1,0,0,3,Calloway Glen Dr,2018-2022,db92be82-17a8-4e97-bf7f-a37115a12574,2239.29629837311
32021,0,2,0,0,0,2,2,N Sharon Amity Rd,2015-2019,fc832599-f860-47b7-a965-1a4c1cf37bb4,2466.64648808542
32022,0,1,0,0,1,0,5,Fred Gutt Dr,2014-2018,489da6d9-282b-4076-bfdf-0a4f4b2d1712,963.777153874596
32023,1,0,0,1,0,0,3,Wallace Rd,2019-2023,1437c50a-ea5f-4e3b-9d0a-c5088c3426d2,2370.23376040572
32024,,,,,,,1,MCDOWELL,2013-2017,1afa4791-d4c2-4cb6-91a4-4b2807ff8b2e,464.079959024286
32025,0,1,0,0,0,1,1,E W T Harris Bv,2017-2021,ce9a3260-c6b3-4309-9c5a-e8b28c5dd5f8,2542.59017390713
32026,0,1,0,0,1,0,5,Bellhaven Bv,2014-2018,42e6dd04-8c5b-4c00-9124-f198bacc3471,2326.92079642965
32027,0,1,0,0,0,1,1,Yorkmont Rd,2019-2023,f1957851-776a-4fad-81a3-53de39de2033,2418.34706230534
32028,,,,,,,1,JOHNSON AND WALES,2013-2017,b9cdbb67-707a-4f30-a4ba-1f8243cc542f,231.131856295974
32029,0,2,0,0,1,1,6,Milton Rd,2014-2018,7dcffca1-ab69-45e5-8ec9-45df7a7cafa3,2469.25193964658
32030,0,1,0,0,0,1,1,Central Av,2016-2020,8124278c-0377-48a6-9a1d-2d62b4ff6481,702.604159700257
32031,0,1,0,0,1,0,5,Harrisburg Rd,2016-2020,4221f918-a0cd-4c3a-9e29-df80cb40c31c,2363.14541100909
32032,0,3,0,0,0,3,3,Josh Birmingham Py,2013-2017,15fadce6-973e-41f8-aadb-586779214a8a,2465.29126377777
32033,0,1,0,0,1,0,5,University East Dr,2019-2023,d8caebb7-d31e-4d5a-9974-0857d38ac8c5,1509.4833717429
32034,1,2,1,0,1,1,11,Billy Graham Py,2017-2021,dbb47bf9-fa7a-4240-81c4-cfb669eab2d5,2600.49777837134
32035,1,0,1,0,0,0,5,Remount Rd,2014-2018,7ce544e4-1166-4d2d-9875-717b2314bd71,2613.77427511427
32036,0,1,0,0,0,1,1,Krefeld Dr,2017-2021,45410307-f60b-426b-8b5f-043dd7a71604,2140.94181017656
32037,1,0,1,0,0,0,5,Granite St,2016-2020,8960c4bc-0ab8-4338-ac7f-93379fa4b668,2173.38153028298
32038,0,1,0,0,0,1,1,Lawyers Rd,2019-2023,51f5037a-7d1c-418b-9cef-00bd23e2fbaa,2082.6688900117
32039,1,0,1,0,0,0,5,N Tryon St,2019-2023,22f2e5bc-7d34-4f1b-ba06-dd19fdc4f52a,2524.1302794801
32040,0,1,0,0,0,1,1,Brookshire Bv,2013-2017,20cdc3e6-4a92-4326-9b65-12300893cfdd,2526.68169956557
32041,0,1,0,0,1,0,5,McKee Rd,2013-2017,c5ef4b1c-1f99-45da-ac44-f9f49506629c,2330.48992342806
32042,0,1,0,0,0,1,1,Country Ln,2014-2018,c452bf8b-66d4-4909-9155-a53e9be3a724,1346.88005059609
32043,1,0,1,0,0,0,5,Statesville Av,2014-2018,d5028183-ecae-44b7-8a20-5d016585fd31,2511.59803553127
32044,1,0,0,1,0,0,3,Weyland Av,2019-2023,759055ca-596b-4868-ae66-aa9896be0e65,1584.50306500337
32045,0,1,0,0,0,1,1,N Davidson St,2014-2018,7a8b57fb-610f-4d1d-9d73-cb124376dbc7,2299.29923762762
32046,0,1,0,0,0,1,1,Hunter Ln,2015-2019,ea065721-f57d-4c60-a9b7-1d7256ab264f,2489.53349182581
32047,0,1,0,0,0,1,1,N I-85 Hy,2017-2021,0b53ee62-e236-4c13-9058-45746ca23e9f,2595.30332869209
32048,0,1,0,0,0,1,1,Foster Brook Dr,2018-2022,3cfed3a1-5b0c-4935-b1ef-398b82d53cd1,1328.74032653515
32049,1,0,1,0,0,0,5,E Sugar Creek Rd,2013-2017,503a7a07-3234-4b1a-a747-58b9c57b8abb,2552.16938850047
32050,2,2,2,1,2,0,18,Eastway Dr,2018-2022,6d420e14-66a7-4266-abe9-4c9c463ce6e3,2498.00116026964
32051,1,0,0,1,0,0,3,West Bv,2019-2023,da84383f-ab43-4945-a799-b407aeeab3b2,2602.33931565545
32052,0,1,0,0,1,0,5,South Bv,2013-2017,1e27a6a5-6c4a-4c99-9da6-52d21c270252,2494.30993800328
32053,0,1,0,0,1,0,5,Northern Dr,2019-2023,e14126d6-7b65-4965-96c4-8c39ecb4e6f8,1232.29763922744
32054,1,1,1,0,0,1,6,Argyle Dr W,2015-2019,85d75218-c152-47a8-ba68-d858d7a99b48,857.225480313092
32055,0,1,0,0,0,1,1,S I-85 Hy,2014-2018,3181dc7b-cb32-42a3-beca-b1d806ca5218,2592.46678682361
32056,0,1,0,0,1,0,5,Mount Holly Rd,2015-2019,ab72f34c-b96c-4473-b4e0-7a457ecaa616,2376.73542132976
